"chr" "pos" "strand" "Name" "Islands_Name" "Relation_to_Island" "UCSC_RefGene_Name" "UCSC_RefGene_Accession" "UCSC_RefGene_Group" "Regulatory_Feature_Name" "Regulatory_Feature_Group" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"cg03981352" "chr15" 45695133 "+" "cg03981352" "chr15:45694410-45695794" "Island" "SPATA5L1;SPATA5L1" "NR_027635;NM_024063" "Body;1stExon" "" "" -1.13567970075918 -10.5102150904639 -2.93050089011966 0.00349151397480927 0.0414128240243642 -2.13719878839284
"cg00792938" "chr1" 26758637 "+" "cg00792938" "chr1:26758492-26758856" "Island" "DHDDS;DHDDS" "NM_024887;NM_205861" "TSS200;TSS200" "1:26758252-26759425" "Promoter_Associated" -1.02375077892407 -9.61226380321316 -2.92971502020498 0.00350024945647882 0.0414780666291596 -2.13939437370863
"cg13528561" "chr2" 64977290 "+" "cg13528561" "chr2:64978121-64978924" "N_Shore" "" "" "" "2:64977088-64979432" "Promoter_Associated" -1.14234798315717 -10.0254955365122 -2.92912248381555 0.00350684907702468 0.0415191250037394 -2.14104943856641
"cg20180721" "chr22" 21213387 "+" "cg20180721" "chr22:21212710-21213694" "Island" "SNAP29;SNAP29;PI4KA" "NM_004782;NM_004782;NM_058004" "1stExon;5'UTR;TSS1500" "22:21212145-21213930" "Promoter_Associated" -1.19167602239241 -11.2790549090623 -2.92874661696289 0.00351104132999633 0.041545016203489 -2.1420991356341
"cg09652427" "chr12" 107712120 "+" "cg09652427" "chr12:107711603-107714107" "Island" "BTBD11" "NM_001018072" "TSS200" "12:107711149-107712289" "Promoter_Associated" -1.14989873202337 -10.8226888763453 -2.92868424144604 0.00351173748091988 0.0415473209126517 -2.14227332130139
"cg01791874" "chr5" 16180055 "-" "cg01791874" "chr5:16179064-16180420" "Island" "MARCH11" "NM_001102562" "TSS200" "" "" -1.110961930003 -9.22034227160242 -2.92830897827847 0.00351592831643669 0.0415814673498363 -2.14332117956683
"cg13979873" "chr12" 2999833 "+" "cg13979873" "chr12:2999665-3000638" "Island" "TULP3;TULP3" "NM_003324;NM_001160408" "TSS200;TSS200" "12:2998937-3000672" "Promoter_Associated" -1.04833787963243 -12.3522613689324 -2.9274636228749 0.00352538572451353 0.0416527830919376 -2.14568121015153
"cg10996014" "chr3" 49449848 "-" "cg10996014" "chr3:49448861-49449965" "Island" "RHOA;TCTA;TCTA" "NM_001664;NM_022171;NM_022171" "TSS1500;1stExon;5'UTR" "3:49448823-49449965" "Promoter_Associated" -1.15437544196955 -10.7912702551695 -2.92642115243605 0.00353708029167401 0.0417414486848299 -2.14859062355228
"cg20481816" "chr11" 47448111 "-" "cg20481816" "chr11:47447704-47448257" "Island" "PSMC3" "NM_002804" "TSS200" "11:47447494-47448620" "Promoter_Associated" -1.09431285233754 -10.5841945324199 -2.92587471896535 0.00354322437107111 0.0417873956318742 -2.15011525180498
"cg15991072" "chr1" 67773404 "+" "cg15991072" "chr1:67773329-67773767" "Island" "IL12RB2;IL12RB2" "NM_001559;NM_001559" "5'UTR;1stExon" "1:67773079-67773793" "Promoter_Associated" -1.05376822182204 -10.3847538825283 -2.92554207562316 0.00354696936445872 0.0418184690460199 -2.15104323873066
"cg11512800" "chr11" 94822733 "+" "cg11512800" "chr11:94822597-94823611" "Island" "ENDOD1" "NM_015036" "TSS1500" "11:94822124-94824318" "Promoter_Associated" -1.0293027614955 -9.34201152356916 -2.9251982779541 0.00355084372832126 0.0418470909620891 -2.15200223510781
"cg07992625" "chr12" 54020444 "-" "cg07992625" "chr12:54019812-54020283" "S_Shore" "ATF7;ATF7" "NM_001130060;NM_006856" "TSS1500;TSS1500" "12:54019502-54020945" "Promoter_Associated" -0.916255474504269 -5.38147426640904 -2.92390011472797 0.0035655079507082 0.0419618134903364 -2.1556223671901
"cg26392523" "chr14" 104387923 "+" "cg26392523" "chr14:104387580-104388036" "Island" "C14orf2;C14orf2" "NM_001127393;NM_004894" "TSS200;TSS200" "14:104387205-104388363" "Promoter_Associated" -1.00085222614087 -10.3849963176184 -2.92297489885944 0.00357599298228951 0.0420418720038471 -2.15820152012523
"cg03107988" "chr4" 90228815 "+" "cg03107988" "chr4:90228714-90229010" "Island" "GPRIN3;GPRIN3" "NM_198281;NM_198281" "5'UTR;1stExon" "4:90228575-90229058" "Promoter_Associated_Cell_type_specific" -1.01625491978864 -8.74221527456521 -2.92278009886886 0.0035782041365914 0.042057475093652 -2.15874444755105
"cg25108841" "chr1" 20959920 "+" "cg25108841" "chr1:20960045-20960551" "N_Shore" "PINK1" "NM_032409" "TSS200" "1:20959206-20960060" "Promoter_Associated" -1.12829871195573 -10.9027131660906 -2.92158711329553 0.00359177280020427 0.0421790177848672 -2.16206864979117
"cg15754548" "chr17" 8192281 "+" "cg15754548" "chr17:8191864-8192495" "Island" "SLC25A35;RANGRF" "NM_201520;NM_016492" "3'UTR;Body" "17:8191557-8192982" "Promoter_Associated" -0.934108831660994 -9.39528757299798 -2.92148177932684 0.00359297308789279 0.0421869579774864 -2.16236209468288
"cg01579206" "chr5" 148931078 "+" "cg01579206" "chr5:148930249-148931244" "Island" "CSNK1A1;CSNK1A1" "NM_001025105;NM_001892" "TSS200;TSS200" "5:148930438-148931858" "Promoter_Associated" -1.0837148672605 -10.9116081564321 -2.92019946563031 0.00360761448452357 0.042307144779828 -2.16593360365741
"cg13400188" "chr8" 142138543 "+" "cg13400188" "chr8:142138208-142139342" "Island" "DENND3" "NM_014957" "TSS200" "8:142137355-142139037" "Promoter_Associated" -1.15772227660775 -10.2645537123424 -2.91992071952016 0.00361080438072773 0.0423277807746516 -2.16670976682962
"cg25565098" "chr17" 8286577 "-" "cg25565098" "chr17:8286376-8287336" "Island" "RPL26" "NM_000987" "TSS200" "17:8285790-8287491" "Promoter_Associated" -1.00417773189965 -8.81785293772051 -2.91819081095107 0.00363065854133498 0.0424871955433245 -2.1715250474331
"cg05666372" "chr16" 28857989 "-" "cg05666372" "chr16:28857204-28858139" "Island" "TUFM" "NM_003321" "TSS1500" "16:28857289-28858619" "Promoter_Associated" -1.15713768347663 -8.50100792702061 -2.91796858499146 0.00363321622698111 0.0425078108519194 -2.17214342186704
"cg17535595" "chr13" 53422808 "+" "cg17535595" "chr13:53419897-53422872" "Island" "PCDH8;PCDH8" "NM_002590;NM_032949" "TSS200;TSS200" "" "" -1.10445220554323 -11.1710877007488 -2.91781795434252 0.00363495082773782 0.0425206121205278 -2.17256254632966
"cg01704226" "chr17" 3627225 "-" "cg01704226" "chr17:3626924-3627839" "Island" "ITGAE;GSG2;GSG2" "NM_002208;NM_031965;NM_031965" "Body;5'UTR;1stExon" "17:3626121-3627947" "Promoter_Associated" -1.0499218341284 -11.8494801308674 -2.91733367983917 0.00364053264894844 0.0425702098246779 -2.17390987999731
"cg10500406" "chr7" 99036512 "-" "cg10500406" "chr7:99036099-99036892" "Island" "CPSF4;PTCD1;CPSF4" "NM_006693;NM_015545;NM_001081559" "TSS200;TSS200;TSS200" "7:99035978-99037253" "Promoter_Associated" -0.876117760741636 -8.70703480809793 -2.91709694935851 0.00364326408170748 0.0425863987862498 -2.1745684248724
"cg10570405" "chr7" 108210304 "-" "cg10570405" "chr7:108209784-108210906" "Island" "THAP5;DNAJB9;THAP5" "NM_182529;NM_012328;NM_001130475" "TSS1500;TSS200;TSS200" "7:108209705-108210484" "Promoter_Associated" -1.1102345159712 -10.676914055914 -2.91708061286215 0.00364345264358616 0.0425863987862498 -2.17461386836838
"cg24768292" "chr5" 123987423 "-" "cg24768292" "chr5:123987398-123987748" "Island" "ZNF608" "NM_020747" "Body" "5:123987370-123987616" "Unclassified_Cell_type_specific" -1.07465029317063 -9.17307944483318 -2.91682722314669 0.00364637850030411 0.0426133847567694 -2.1753186948387
"cg23236404" "chr1" 26232706 "+" "cg23236404" "chr1:26231950-26233624" "Island" "STMN1;STMN1;STMN1;STMN1" "NM_005563;NM_203401;NM_203399;NM_001145454" "5'UTR;TSS200;5'UTR;5'UTR" "" "" -1.15042708710443 -11.091036986591 -2.91617360243546 0.00365393565748523 0.0426764234749212 -2.17713652430715
"cg26146971" "chr2" 219757724 "+" "cg26146971" "chr2:219757458-219758001" "Island" "WNT10A" "NM_025216" "Body" "2:219757399-219758059" "Unclassified" -1.01698032180897 -10.0240090900505 -2.91611073892161 0.00365466323671219 0.0426801088772703 -2.17731133739011
"cg04985097" "chr5" 74807689 "-" "cg04985097" "chr5:74806581-74807974" "Island" "COL4A3BP;POLK;COL4A3BP;COL4A3BP;COL4A3BP;POLK" "NM_031361;NM_016218;NM_001130105;NM_005713;NM_001130105;NM_016218" "TSS1500;1stExon;5'UTR;TSS1500;1stExon;5'UTR" "5:74807399-74808112" "Promoter_Associated" -1.1482245948711 -10.4169102478991 -2.91546308372756 0.00366216685613571 0.0427448090825691 -2.17911214577269
"cg00934092" "chr6" 3119265 "+" "cg00934092" "chr6:3118572-3119292" "Island" "BPHL;BPHL;BPHL;BPHL" "NR_026648;NM_004332;NR_026650;NR_026649" "Body;Body;Body;Body" "6:3118127-3119807" "Promoter_Associated" -0.966851807107076 -8.62112819514553 -2.91509359290731 0.00366645399817448 0.0427707890203735 -2.18013934192447
"cg02235289" "chr2" 27852069 "-" "cg02235289" "" "OpenSea" "GPN1;CCDC121;CCDC121;GPN1;CCDC121;GPN1;GPN1;GPN1" "NM_001145049;NM_001142682;NM_024584;NR_026735;NM_001142683;NM_007266;NM_001145048;NM_001145047" "5'UTR;TSS1500;TSS200;Body;TSS1500;Body;5'UTR;Body" "2:27851370-27852154" "Promoter_Associated" -0.680623249793783 -5.13746190786305 -2.91485901835433 0.00366917810128734 0.0427989518943917 -2.18079140066618
"cg19385386" "chr19" 34012736 "-" "cg19385386" "chr19:34012271-34012936" "Island" "PEPD;PEPD;PEPD;PEPD;PEPD;PEPD" "NM_000285;NM_001166057;NM_001166056;NM_001166057;NM_001166056;NM_000285" "1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR" "19:34011793-34013514" "Promoter_Associated" -1.00834696967228 -9.7786334800882 -2.91464737833634 0.00367163744910912 0.0428216111918519 -2.1813796631848
"cg12700904" "chr3" 13590720 "+" "cg12700904" "chr3:13590414-13591008" "Island" "FBLN2;FBLN2" "NM_001004019;NM_001998" "5'UTR;5'UTR" "3:13590319-13590843" "Unclassified_Cell_type_specific" -0.739247217765216 -7.46453073903489 -2.91401578477995 0.00367898576927853 0.0428783462937406 -2.18313495681015
"cg19645734" "chr12" 49582919 "-" "cg19645734" "chr12:49582096-49582881" "S_Shore" "TUBA1A" "NM_006009" "TSS200" "12:49581583-49583539" "Promoter_Associated" -0.790631706786007 -7.02881157914607 -2.91367273285727 0.00368298264446218 0.0429104450826149 -2.18408819421238
"cg01087392" "chr10" 104005670 "-" "cg01087392" "chr10:104005139-104005592" "S_Shore" "GBF1" "NM_004193" "5'UTR" "10:104004636-104005780" "Promoter_Associated" -1.01560803345982 -7.46606592323838 -2.91176770868544 0.00370525002832785 0.0430681523870045 -2.18937968686322
"cg03359731" "chr4" 48833388 "-" "cg03359731" "chr4:48832807-48833569" "Island" "OCIAD1;OCIAD1;OCIAD1;OCIAD1;OCIAD1;OCIAD1;OCIAD1;OCIAD1;OCIAD1" "NM_001079842;NM_001079839;NM_001079841;NM_001168254;NM_001168254;NM_001079842;NM_001079840;NM_001079839;NM_017830" "5'UTR;5'UTR;5'UTR;1stExon;5'UTR;1stExon;5'UTR;1stExon;5'UTR" "4:48832504-48833684" "Promoter_Associated" -0.961320098343039 -9.64240995602212 -2.91172833272478 0.00370571157575919 0.043070970832728 -2.18948902392385
"cg25584422" "chr15" 69454157 "-" "cg25584422" "chr15:69452451-69453939" "S_Shore" "MIR548H4;GLCE" "NR_031680;NM_015554" "Body;5'UTR" "15:69453807-69454456" "Promoter_Associated" -0.698125746261487 -5.12922634299643 -2.91036432372383 0.00372173224877399 0.0431834128043707 -2.19327564044863
"cg25983070" "chr7" 1544019 "+" "cg25983070" "chr7:1543280-1544399" "Island" "INTS1" "NM_001080453" "TSS200" "7:1543184-1544496" "Promoter_Associated" -1.0896383113422 -11.3988530705321 -2.9100214301837 0.00372576954227285 0.0432217849635608 -2.19422727264272
"cg04193922" "chr4" 123653616 "+" "cg04193922" "chr4:123653585-123654000" "Island" "LOC729338;BBS12" "NR_024041;NM_152618" "TSS200;TSS1500" "4:123652872-123654387" "Promoter_Associated" -0.986407889456165 -5.82123530278861 -2.90915375880672 0.00373600349582781 0.0432992877324986 -2.19663483163684
"cg04904331" "chr7" 49813033 "-" "cg04904331" "chr7:49813008-49815752" "Island" "VWC2" "NM_198570" "TSS1500" "" "" -0.903810789156081 -8.03939808736932 -2.90874926985444 0.00374078308071459 0.0433328639057739 -2.19775694224755
"cg26741667" "chr15" 93447586 "-" "cg26741667" "chr15:93447556-93447823" "Island" "CHD2;CHD2" "NM_001271;NM_001042572" "Body;Body" "15:93447124-93447937" "Unclassified" -1.06496681675308 -9.9678792319638 -2.90846422545247 0.00374415461113236 0.0433623449656199 -2.19854760501422
"cg27200190" "chr17" 35766714 "+" "cg27200190" "chr17:35766664-35767335" "Island" "ACACA;TADA2A;ACACA;TADA2A;ACACA;TADA2A;ACACA" "NM_198839;NM_001166105;NM_198839;NM_001488;NM_198834;NM_133439;NM_198834" "1stExon;TSS1500;5'UTR;TSS1500;5'UTR;TSS1500;1stExon" "17:35766201-35767836" "Promoter_Associated" -0.927186029548249 -9.27600068540794 -2.90818953633703 0.0037474062768847 0.043381690506565 -2.19930947250161
"cg08307369" "chr7" 128379382 "-" "cg08307369" "chr7:128379114-128379697" "Island" "CALU;CALU;CALU;CALU" "NM_001219;NM_001219;NM_001130674;NM_001130674" "1stExon;5'UTR;1stExon;5'UTR" "7:128378501-128380214" "Promoter_Associated" -1.06594518898989 -8.83453264760805 -2.90781573891418 0.00375183528091334 0.0434171927004431 -2.2003461102971
"cg24391991" "chr10" 30723100 "-" "cg24391991" "chr10:30722378-30723707" "Island" "MAP3K8;MAP3K8" "NM_005204;NM_005204" "1stExon;5'UTR" "10:30722198-30723625" "Promoter_Associated" -1.06180190355557 -9.81007202910184 -2.90682842872266 0.00376355653501022 0.0435195849559294 -2.20308355375717
"cg26580856" "chr19" 11308243 "+" "cg26580856" "chr19:11307495-11308276" "Island" "KANK2" "NM_001136191" "TSS200" "19:11307024-11309019" "Unclassified" -0.967508673960873 -9.13157680975742 -2.90681849254693 0.00376367466568019 0.0435195849559294 -2.20311109846092
"cg26538529" "chr2" 222437130 "+" "cg26538529" "chr2:222436034-222438941" "Island" "EPHA4" "NM_004438" "TSS200" "2:222436963-222439042" "Promoter_Associated" -1.0587986505984 -9.41052969380846 -2.90618162978111 0.00377125334227402 0.0435773738426379 -2.20487639449369
"cg18004262" "chr3" 126076475 "+" "cg18004262" "chr3:126074783-126076865" "Island" "KLF15" "NM_014079" "TSS1500" "3:126076257-126076522" "Promoter_Associated" -1.01498419503587 -9.90098574249366 -2.90599903872054 0.00377342874081358 0.0435874146465604 -2.20538244218304
"cg17554716" "chr5" 52856476 "-" "cg17554716" "chr5:52856665-52856870" "N_Shore" "NDUFS4;NDUFS4" "NM_002495;NM_002495" "1stExon;5'UTR" "5:52856019-52857033" "Promoter_Associated" -1.1053248217191 -9.27558730156652 -2.90496400646092 0.00378578177880506 0.0436747419742028 -2.20825042813468
"cg25350122" "chr19" 49991488 "-" "cg25350122" "chr19:49991240-49991518" "Island" "RPL13AP5;RPL13A" "NR_026712;NM_012423" "Body;Body" "" "" -1.34658733472758 -9.05168905088514 -2.9046346692947 0.00378972011150988 0.0437078943065337 -2.20916278417499
"cg04073039" "chr3" 49158377 "-" "cg04073039" "chr3:49157768-49158463" "Island" "USP19" "NM_006677" "TSS200" "3:49158140-49158637" "Promoter_Associated" -0.942861059117057 -8.76036742225541 -2.90431677270154 0.00379352517218165 0.0437375031878772 -2.21004335087667
"cg08933227" "chr6" 80657555 "+" "cg08933227" "chr6:80656744-80657593" "Island" "ELOVL4" "NM_022726" "TSS1500" "6:80656528-80657938" "Promoter_Associated_Cell_type_specific" 0.609503168052574 -6.57939174614828 2.90399694523697 0.00379735685492998 0.0437728204366154 -2.21092917113166
"cg09842285" "chr16" 1429729 "+" "cg09842285" "chr16:1429050-1430104" "Island" "UNKL" "NM_023076" "TSS200" "16:1428912-1430497" "Promoter_Associated" -0.97865008800234 -9.24575636485173 -2.90379850470746 0.00379973603676685 0.0437892813206608 -2.2114787403596
"cg00924372" "chr14" 61736580 "-" "cg00924372" "" "OpenSea" "" "" "" "14:61736225-61737750" "Unclassified" -1.07134986112744 -9.00259184285062 -2.9029045442067 0.00381047092239289 0.0438715049514495 -2.21395405624655
"cg01655607" "chr16" 23464520 "+" "cg01655607" "chr16:23463990-23464629" "Island" "COG7" "NM_153603" "TSS200" "16:23463895-23464809" "Promoter_Associated_Cell_type_specific" -0.912578026306484 -7.74409989994705 -2.90247404173143 0.00381565034145299 0.0439126416016411 -2.21514582299126
"cg01526870" "chr12" 12510070 "-" "cg01526870" "chr12:12509911-12510428" "Island" "LOH12CR1;LOH12CR1;LOH12CR2" "NM_058169;NM_058169;NR_024061" "5'UTR;1stExon;TSS200" "12:12509404-12510857" "Promoter_Associated" -1.14295906332913 -10.5525148370908 -2.90240018182758 0.00381653960144998 0.0439181887098699 -2.2153502731828
"cg25623468" "chr8" 117887022 "+" "cg25623468" "chr8:117886284-117887319" "Island" "RAD21;RAD21" "NM_006265;NM_006265" "1stExon;5'UTR" "8:117885899-117887599" "Promoter_Associated" -0.701902008700488 -6.46164949225223 -2.90236921666538 0.00381691247258788 0.0439200398662729 -2.21543598574722
"cg26231243" "chr19" 9945826 "-" "cg26231243" "chr19:9945505-9946389" "Island" "PIN1" "NM_006221" "TSS200" "19:9945308-9946515" "Promoter_Associated" -0.729635238559039 -6.44100120607166 -2.90166990196993 0.00382534220238609 0.0439851514327356 -2.21737147362687
"cg24439070" "chr22" 42977869 "+" "cg24439070" "chr22:42977728-42978214" "Island" "RRP7B" "NR_002184" "Body" "22:42977805-42978543" "Promoter_Associated" -1.00803702545749 -9.56381431212663 -2.90108072838627 0.00383245741415744 0.044047533364219 -2.2190017714916
"cg04334947" "chr13" 30881232 "+" "cg04334947" "chr13:30880899-30881939" "Island" "KATNAL1;KATNAL1" "NM_001014380;NM_032116" "TSS200;5'UTR" "13:30880775-30882124" "Promoter_Associated" -0.954841895215104 -9.03382767729227 -2.90081269208504 0.00383569836659947 0.0440777454556773 -2.21974334582295
"cg27109514" "chr3" 32544076 "+" "cg27109514" "chr3:32544018-32544325" "Island" "CMTM6" "NM_017801" "Body" "3:32543230-32544946" "Promoter_Associated" -1.05482974752972 -8.85927693269499 -2.90056185041414 0.00383873367088576 0.0440964273492226 -2.22043728730279
"cg00150500" "chr16" 3073744 "+" "cg00150500" "chr16:3073686-3074443" "Island" "HCFC1R1;HCFC1R1;HCFC1R1;THOC6;THOC6" "NM_017885;NM_001002018;NM_001002017;NM_001142350;NM_024339" "Body;Body;Body;TSS1500;TSS1500" "16:3073251-3074585" "Promoter_Associated" -1.00581573976148 -8.18985287766457 -2.89993656336253 0.00384630946585245 0.0441528492246645 -2.22216685903837
"cg16605523" "chr12" 124069475 "-" "cg16605523" "chr12:124068935-124069699" "Island" "TMED2" "NM_006815" "Body" "12:124068672-124069768" "Promoter_Associated_Cell_type_specific" -1.08724390242272 -10.5553783025028 -2.89753346899654 0.00387555150128391 0.0443830798207901 -2.22881053751114
"cg21153697" "chr5" 87437337 "-" "cg21153697" "chr5:87437095-87437505" "Island" "" "" "" "5:87437071-87437808" "NonGene_Associated" -0.967547687606169 -7.71948192085921 -2.89740502685814 0.00387712013108051 0.0443946059215415 -2.22916548178258
"cg15972331" "chr13" 102569894 "-" "cg15972331" "chr13:102568425-102569495" "S_Shore" "FGF14;FGF14" "NM_175929;NM_004115" "Body;TSS1500" "" "" -0.74123572189457 -7.4202780604672 -2.89717568267725 0.00387992248818707 0.0444181013565985 -2.22979922627252
"cg15812386" "chr19" 36422730 "-" "cg15812386" "chr19:36422410-36422707" "S_Shore" "" "" "" "19:36422092-36423008" "Promoter_Associated" -1.04145255494757 -9.65879277928058 -2.89687717603984 0.00388357270320022 0.0444525202728067 -2.23062401334837
"cg22857553" "chr14" 35184089 "+" "cg22857553" "chr14:35183385-35184196" "Island" "CFL2;CFL2;CFL2;CFL2;CFL2" "NR_028131;NM_021914;NM_138638;NR_028130;NR_028132" "TSS200;TSS1500;TSS200;TSS200;TSS1500" "" "" -1.1749815595403 -10.1078717479907 -2.89662988297742 0.00388659903281915 0.0444785592339471 -2.23130723222085
"cg07414984" "chr11" 93517374 "+" "cg07414984" "chr11:93517309-93518130" "Island" "MED17" "NM_004268" "TSS200" "11:93516769-93518603" "Promoter_Associated" -0.921253605842284 -7.56773708921928 -2.89591661117827 0.00389533995857906 0.0445453712480111 -2.23327753371142
"cg09264906" "chr11" 57424981 "+" "cg09264906" "chr11:57424937-57425262" "Island" "CLP1;CLP1" "NM_001142597;NM_006831" "TSS1500;TSS1500" "11:57424706-57425426" "Promoter_Associated" -1.111433228088 -9.46820283229259 -2.89537753293554 0.00390195806413959 0.0446044888181455 -2.23476633857091
"cg16256643" "chr19" 14683110 "+" "cg16256643" "chr19:14682657-14682994" "S_Shore" "NDUFB7" "NM_004146" "TSS1500" "19:14682371-14683325" "Promoter_Associated_Cell_type_specific" -1.14962833444392 -5.39385463001512 -2.89509171863007 0.00390547107257469 0.044625625217352 -2.23555557941278
"cg02004621" "chr6" 43027301 "+" "cg02004621" "chr6:43026939-43027841" "Island" "KLC4;KLC4;KLC4;MRPL2;KLC4" "NM_201522;NM_201521;NM_138343;NM_015950;NM_201523" "TSS1500;TSS200;TSS200;TSS200;TSS1500" "6:43026639-43027935" "Promoter_Associated" -1.1625186553451 -10.3655701321423 -2.89507845522435 0.00390563416597509 0.0446258992615836 -2.23559220282014
"cg22931362" "chr14" 73493944 "+" "cg22931362" "chr14:73493461-73493970" "Island" "ZFYVE1" "NM_021260" "TSS200" "14:73492989-73494381" "Promoter_Associated" -0.721812725521527 -7.76167135480468 -2.89406777621425 0.00391808022431062 0.0447165583290903 -2.23838244543356
"cg00083765" "chr8" 144923196 "+" "cg00083765" "chr8:144923490-144923808" "N_Shore" "NRBP2" "NM_178564" "5'UTR" "8:144921908-144923840" "Unclassified" -1.06848685419694 -10.233724412977 -2.89377751691429 0.003921661303457 0.0447486198290534 -2.23918360604718
"cg08048517" "chr12" 22697480 "-" "cg08048517" "chr12:22696780-22697728" "Island" "KIAA0528" "NM_014802" "TSS200" "12:22696228-22697917" "Promoter_Associated" -1.08593469538366 -11.1291433718475 -2.89364658622663 0.00392327763779787 0.0447623129148204 -2.23954496934868
"cg09559971" "chr16" 2205259 "+" "cg09559971" "chr16:2205207-2205902" "Island" "TRAF7;SNORD60" "NM_032271;NR_002736" "TSS1500;TSS200" "16:2205214-2205884" "Promoter_Associated" -1.14647123161232 -11.1002215590905 -2.89344946330542 0.00392571225630993 0.0447789928502825 -2.24008899038396
"cg10511618" "chr4" 113436232 "-" "cg10511618" "chr4:113435898-113438002" "Island" "NEUROG2" "NM_024019" "Body" "4:113434694-113436519" "Unclassified" -0.958428554028954 -9.76037883441493 -2.89332158741555 0.0039272923563634 0.0447896180536504 -2.2404418836954
"cg27105224" "chr19" 7587465 "-" "cg27105224" "chr19:7587271-7587825" "Island" "MCOLN1" "NM_020533" "TSS200" "19:7586716-7588657" "Promoter_Associated" -0.695759164934313 -6.75310058135671 -2.89307291969147 0.00393036667951949 0.0448148114212491 -2.24112807718306
"cg03004097" "chr2" 239197782 "-" "cg03004097" "chr2:239196923-239197900" "Island" "PER2" "NM_022817" "TSS1500" "2:239197439-239198805" "Promoter_Associated" -0.543583568934483 -6.71359150301959 -2.89259779501457 0.00393624682118228 0.0448645729027541 -2.24243901390587
"cg15602740" "chr3" 120004186 "+" "cg15602740" "chr3:120003883-120004426" "Island" "" "" "" "" "" -0.861340792778855 -7.15170306689225 -2.89199815166308 0.00394367943340675 0.0449193826012333 -2.24409321539159
"cg14489817" "chr15" 89164522 "-" "cg14489817" "chr15:89164376-89164952" "Island" "AEN" "NM_022767" "TSS200" "15:89163927-89165053" "Promoter_Associated" -0.990538336721736 -9.84275683856383 -2.89163101434909 0.00394823642196432 0.0449616491155932 -2.24510585066636
"cg07912251" "chr12" 107712194 "-" "cg07912251" "chr12:107711603-107714107" "Island" "BTBD11" "NM_001018072" "TSS200" "12:107711149-107712289" "Promoter_Associated" -0.950304307002185 -8.14422145467866 -2.89079678942571 0.00395860882355332 0.0450413914510317 -2.24740633678737
"cg02708659" "chr12" 122985543 "+" "cg02708659" "chr12:122984995-122985644" "Island" "ZCCHC8" "NM_017612" "TSS200" "12:122984363-122986184" "Promoter_Associated" -0.984823568419904 -8.08390230793094 -2.89045370273045 0.0039628818102962 0.0450714441148904 -2.24835225591879
"cg17055371" "chr11" 3078785 "-" "cg17055371" "chr11:3078142-3078984" "Island" "CARS;CARS;CARS;CARS" "NM_001014438;NM_001014437;NM_139273;NM_001751" "TSS200;TSS200;TSS200;TSS200" "11:3077588-3079223" "Promoter_Associated" -0.684435699919586 -7.07211744927322 -2.88992186451648 0.00396951390645068 0.0451221016571037 -2.24981836238002
"cg11317171" "chr19" 5623025 "+" "cg11317171" "chr19:5622248-5623712" "Island" "SAFB2;SAFB" "NM_014649;NM_002967" "TSS200;TSS200" "19:5622066-5624042" "Promoter_Associated" -0.924220623517943 -9.66872622634271 -2.88976314094778 0.00397149516724154 0.0451348775562919 -2.25025586105009
"cg01042749" "chr10" 102672582 "+" "cg01042749" "chr10:102672367-102673159" "Island" "FAM178A;FAM178A;FAM178A;FAM178A;FAM178A" "NM_001136123;NM_001136123;NM_018121;NR_024245;NM_018121" "1stExon;5'UTR;5'UTR;Body;1stExon" "10:102672336-102672859" "Promoter_Associated" -0.559769933851228 -5.90650714156345 -2.88954742268121 0.0039741893046138 0.0451579030591419 -2.25085041979688
"cg21819468" "chr1" 13910569 "-" "cg21819468" "chr1:13910137-13910868" "Island" "PDPN;PDPN;PDPN;PDPN" "NM_001006624;NM_001006625;NM_006474;NM_198389" "TSS1500;TSS1500;1stExon;1stExon" "" "" 0.518841248213738 -6.22348358546744 2.88903186900833 0.00398063486852225 0.0452013918816989 -2.25227120389781
"cg14182563" "chr22" 51039000 "+" "cg14182563" "chr22:51038494-51039752" "Island" "MAPK8IP2" "NM_012324" "TSS200" "" "" -1.06678123958215 -8.60782391802133 -2.88844833810637 0.00398794177309102 0.0452545979039801 -2.25387902387015
"cg22519756" "chr1" 85040254 "-" "cg22519756" "chr1:85039825-85040344" "Island" "CTBS" "NM_004388" "TSS200" "1:85039500-85040358" "Promoter_Associated" -1.17317346316486 -10.6230037099082 -2.88796961528099 0.0039939453936409 0.045302873871644 -2.2551978262963
"cg18612589" "chr17" 7165847 "-" "cg18612589" "chr17:7164285-7166245" "Island" "CLDN7" "NM_001307" "TSS200" "17:7165599-7166865" "Unclassified" -0.545439248246788 -6.19210293077885 -2.88656074013905 0.00401166171414732 0.0454370260229601 -2.25907780680696
"cg08913815" "chr1" 193028592 "+" "cg08913815" "chr1:193028221-193029271" "Island" "TROVE2;TROVE2;TROVE2;UCHL5" "NM_001042370;NM_001042369;NM_004600;NM_015984" "TSS200;TSS1500;TSS1500;TSS200" "1:193027493-193029153" "Promoter_Associated" -0.749762259249258 -7.63602568577436 -2.88604018545985 0.00401822565147308 0.0454886199139835 -2.26051092400604
